          k03DCutoffRatio                     ReB0                     ImB0
        -1.96982327442481        -1.12257477109877         2.87083853521534
        -1.96815605201734        -1.11227518423101         2.87035794968533
        -1.96648882960987        -1.10204868629252         2.86987606050605
         -1.9648216072024        -1.09189394285086         2.86939286286661
        -1.96315438479493        -1.08180965437765         2.86890835193342
        -1.96148716238746        -1.07179455503505         2.86842252285013
        -1.95981993997999        -1.06184741151448         2.86793537073741
        -1.95815271757252        -1.05196702192491         2.86744689069288
        -1.95648549516505        -1.04215221472829         2.86695707779093
        -1.95481827275759         -1.0324018477196         2.86646592708263
        -1.95315105035012        -1.02271480704944         2.86597343359557
        -1.95148382794265        -1.01309000628696          2.8654795923337
        -1.94981660553518         -1.0035263855211         2.86498439827725
        -1.94814938312771        -0.99402291049842         2.86448784638253
        -1.94648216072024       -0.984578571795664         2.86398993158184
        -1.94481493831277       -0.975192384025336          2.8634906487833
         -1.9431477159053       -0.965863385072823         2.86298999287072
        -1.94148049349783       -0.956590635363529         2.86248795870345
        -1.93981327109036       -0.947373217158595         2.86198454111623
        -1.93814604868289       -0.938210233877904         2.86147973491907
        -1.93647882627543       -0.929100809449111          2.8609735348971
        -1.93481160386796       -0.920044087681479         2.86046593581038
        -1.93314438146049       -0.911039231663434         2.85995693239381
        -1.93147715905302        -0.90208542318274         2.85944651935696
        -1.92980993664555        -0.89318186216829          2.8589346913839
        -1.92814271423808       -0.884327766152556         2.85842144313307
        -1.92647549183061       -0.875522369753783         2.85790676923713
        -1.92480826942314       -0.866764924177072         2.85739066430281
        -1.92314104701567       -0.858054696733506         2.85687312291071
         -1.9214738246082       -0.849390970376581         2.85635413961523
        -1.91980660220073       -0.840773043255154         2.85583370894433
        -1.91813937979326       -0.832200228282251         2.85531182539942
         -1.9164721573858       -0.823671852719028         2.85478848345519
        -1.91480493497833       -0.815187257773274         2.85426367755944
        -1.91313771257086       -0.806745798211829         2.85373740213295
        -1.91147049016339       -0.798346841986376         2.85320965156927
        -1.90980326775592       -0.789989769872014          2.8526804202346
        -1.90813604534845       -0.781673975118113         2.85214970246761
        -1.90646882294098       -0.773398863110974         2.85161749257926
        -1.90480160053351       -0.765163851047774         2.85108378485266
        -1.90313437812604       -0.756968367621376         2.85054857354288
        -1.90146715571857       -0.748811852715568         2.85001185287681
         -1.8997999333111       -0.740693757110312         2.84947361705293
        -1.89813271090363       -0.732613542196617         2.84893386024122
        -1.89646548849617       -0.724570679700654         2.84839257658292
         -1.8947982660887       -0.716564651416769         2.84784976019039
        -1.89313104368123       -0.708594948949034         2.84730540514692
        -1.89146382127376       -0.700661073461028         2.84675950550656
        -1.88979659886629       -0.692762535433521         2.84621205529395
        -1.88812937645882       -0.684898854429763         2.84566304850411
        -1.88646215405135       -0.677069558868119         2.84511247910232
        -1.88479493164388       -0.669274185801735         2.84456034102387
        -1.88312770923641       -0.661512280704998          2.8440066281739
        -1.88146048682894       -0.653783397266557         2.84345133442724
        -1.87979326442147       -0.646087097188622         2.84289445362821
          -1.878126042014       -0.638422949992349         2.84233597959041
        -1.87645881960654        -0.63079053282908         2.84177590609657
        -1.87479159719907        -0.62318943029722         2.84121422689832
         -1.8731243747916       -0.615619234264561         2.84065093571604
        -1.87145715238413       -0.608079543695851         2.84008602623863
        -1.86978992997666       -0.600569964485438         2.83951949212334
        -1.86812270756919       -0.593090109294781         2.83895132699556
        -1.86645548516172       -0.585639597394696         2.83838152444863
        -1.86478826275425       -0.578218054512143         2.83781007804366
        -1.86312104034678       -0.570825112681415         2.83723698130928
        -1.86145381793931       -0.563460410099565         2.83666222774149
        -1.85978659553184       -0.556123590985942         2.83608581080342
        -1.85811937312437       -0.548814305445678         2.83550772392516
        -1.85645215071691       -0.541532209337016         2.83492796050353
        -1.85478492830944       -0.534276964142323         2.83434651390187
        -1.85311770590197       -0.527048236842693         2.83376337744984
         -1.8514504834945       -0.519845699795997         2.83317854444321
        -1.84978326108703       -0.512669030618286         2.83259200814365
        -1.84811603867956       -0.505517912068417          2.8320037617785
        -1.84644881627209       -0.498392031935821         2.83141379854059
        -1.84478159386462       -0.491291082931291         2.83082211158797
        -1.84311437145715       -0.484214762580702         2.83022869404373
        -1.84144714904968       -0.477162773121561         2.82963353899577
        -1.83977992664221       -0.470134821402316          2.8290366394966
        -1.83811270423474       -0.463130618784308         2.82843798856305
        -1.83644548182728       -0.456149881046308         2.82783757917612
        -1.83477825941981       -0.449192328291541         2.82723540428072
        -1.83311103701234       -0.442257684857132         2.82663145678542
        -1.83144381460487       -0.435345679225887         2.82602572956227
         -1.8297765921974       -0.428456043940343         2.82541821544652
        -1.82810936978993       -0.421588515519025         2.82480890723641
        -1.82644214738246       -0.414742834374818         2.82419779769292
        -1.82477492497499       -0.407918744735418         2.82358487953956
        -1.82310770256752       -0.401115994565786         2.82297014546209
        -1.82144048016005       -0.394334335492539         2.82235358810831
        -1.81977325775258       -0.387573522730229         2.82173520008782
        -1.81810603534512       -0.380833315009457         2.82111497397173
        -1.81643881293765       -0.374113474506748         2.82049290229247
        -1.81477159053018       -0.367413766776162          2.8198689775435
        -1.81310436812271       -0.360733960682568         2.81924319217908
        -1.81143714571524       -0.354073828336539         2.81861553861402
        -1.80976992330777       -0.347433145030834          2.8179860092234
         -1.8081027009003       -0.340811689178396         2.81735459634233
        -1.80643547849283       -0.334209242251842          2.8167212922657
        -1.80476825608536       -0.327625588724396         2.81608608924792
        -1.80310103367789       -0.321060516012223         2.81544897950261
        -1.80143381127042       -0.314513814418122         2.81480995520241
        -1.79976658886295       -0.307985277076547         2.81416900847866
        -1.79809936645549       -0.301474699899915         2.81352613142114
        -1.79643214404802       -0.294981881526151         2.81288131607781
        -1.79476492164055       -0.288506623267467         2.81223455445453
        -1.79309769923308       -0.282048729060308         2.81158583851478
        -1.79143047682561       -0.275608005416455         2.81093516017942
        -1.78976325441814       -0.269184261375239         2.81028251132632
        -1.78809603201067       -0.262777308456846         2.80962788379019
         -1.7864288096032       -0.256386960616673         2.80897126936222
        -1.78476158719573       -0.250013034200722          2.8083126597898
        -1.78309436478826       -0.243655347901986         2.80765204677628
        -1.78142714238079       -0.237313722717806         2.80698942198061
        -1.77975991997332       -0.230987981908188         2.80632477701711
        -1.77809269756586        -0.22467795095503         2.80565810345514
        -1.77642547515839       -0.218383457522251         2.80498939281879
        -1.77475825275092        -0.21210433141679         2.80431863658661
        -1.77309103034345       -0.205840404550469         2.80364582619131
        -1.77142380793598       -0.199591510902665         2.80297095301941
        -1.76975658552851       -0.193357486483801         2.80229400841099
        -1.76808936312104        -0.18713816929963         2.80161498365932
        -1.76642214071357       -0.180933399316259          2.8009338700106
         -1.7647549183061        -0.17474301842595         2.80025065866362
        -1.76308769589863        -0.16856687041363         2.79956534076945
        -1.76142047349116       -0.162404800924099          2.7988779074311
        -1.75975325108369       -0.156256657429963         2.79818834970322
        -1.75808602867623       -0.150122289200203         2.79749665859177
        -1.75641880626876       -0.144001547269422         2.79680282505369
        -1.75475158386129       -0.137894284407717         2.79610683999655
        -1.75308436145382       -0.131800355091188         2.79540869427825
        -1.75141713904635        -0.12571961547305         2.79470837870666
        -1.74974991663888       -0.119651923355326          2.7940058840393
        -1.74808269423141       -0.113597138161138         2.79330120098296
        -1.74641547182394       -0.107555120907545         2.79259432019342
        -1.74474824941647       -0.101525734178942         2.79188523227503
          -1.743081027009      -0.0955088421009889         2.79117392778041
        -1.74141380460153      -0.0895043103150621         2.79046039721007
        -1.73974658219406        -0.08351200595323         2.78974463101208
         -1.7380793597866      -0.0775317976137029         2.78902661958169
        -1.73641213737913      -0.0715635553367955         2.78830635326097
        -1.73474491497166      -0.0656071505813464         2.78758382233844
        -1.73307769256419       -0.059662456201608         2.78685901704873
        -1.73141047015672      -0.0537293464245864         2.78613192757217
        -1.72974324774925      -0.0478076968278273         2.78540254403446
        -1.72807602534178      -0.0418973843176307         2.78467085650624
        -1.72640880293431      -0.0359982871076812         2.78393685500276
        -1.72474158052684      -0.0301102846981032         2.78320052948346
        -1.72307435811937      -0.0242332578549074         2.78246186985159
         -1.7214071357119      -0.0183670885898259         2.78172086595386
        -1.71973991330443      -0.0125116601405481         2.78097750757997
        -1.71807269089697     -0.00666685695131447          2.7802317844623
         -1.7164054684895    -0.000832564653880929         2.77948368627543
        -1.71473824608203      0.00499132995115392          2.7787332026358
        -1.71307102367456       0.0108049389126773         2.77798032310126
        -1.71140380126709       0.0166083731470498         2.77722503717069
        -1.70973657885962       0.0224017424557534         2.77646733428357
        -1.70806935645215       0.0281851555427196         2.77570720381955
        -1.70640213404468       0.0339587200313366         2.77494463509808
        -1.70473491163721       0.0397225424811405         2.77417961737791
        -1.70306768922974       0.0454767284064092         2.77341213985673
        -1.70140046682227       0.0512213822834419         2.77264219167071
        -1.69973324441481       0.0569566075795825         2.77186976189405
        -1.69806602200734       0.0626825067599117         2.77109483953858
        -1.69639879959987       0.0683991813046984         2.77031741355328
         -1.6947315771924       0.0741067317243484         2.76953747282386
        -1.69306435478493       0.0798052575741171         2.76875500617227
        -1.69139713237746        0.085494857468533         2.76797000235632
        -1.68972990996999       0.0911756290955791         2.76718245006912
        -1.68806268756252       0.0968476692306323         2.76639233793873
        -1.68639546515505         0.10251107375014         2.76559965452759
        -1.68472824274758        0.108165937645069         2.76480438833213
        -1.68306102034011        0.113812355034121         2.76400652778224
        -1.68139379793264        0.119450419176715         2.76320606124083
        -1.67972657552518        0.125080222485743         2.76240297700334
        -1.67805935311771        0.130701856540118         2.76159726329721
        -1.67639213071024        0.136315412097087         2.76078890828145
        -1.67472490830277        0.141920979104359         2.75997790004613
         -1.6730576858953        0.147518646712005         2.75916422661185
        -1.67139046348783        0.153108503284168         2.75834787592926
        -1.66972324108036         0.15869063641057         2.75752883587855
        -1.66805601867289        0.164265132917834         2.75670709426892
        -1.66638879626542        0.169832078880606         2.75588263883811
        -1.66472157385795        0.175391559632497          2.7550554572518
        -1.66305435145048        0.180943659776848         2.75422553710318
        -1.66138712904301        0.186488463197303         2.75339286591232
        -1.65971990663555        0.192026053068226          2.7525574311257
        -1.65805268422808        0.197556511864933         2.75171922011565
        -1.65638546182061        0.203079921373761         2.75087822017981
        -1.65471823941314         0.20859636270198         2.75003441854057
        -1.65305101700567        0.214105916287528         2.74918780234451
         -1.6513837945982        0.219608661908611         2.74833835866186
        -1.64971657219073        0.225104678690988         2.74748607448592
        -1.64804934978326        0.230594045125817         2.74663093673248
        -1.64638212737579         0.23607683906595         2.74577293223927
        -1.64471490496832        0.241553137743479         2.74491204776537
        -1.64304768256085         0.24702301777645         2.74404826999061
        -1.64138046015338        0.252486555177563         2.74318158551498
        -1.63971323774592         0.25794382536275         2.74231198085807
        -1.63804601533845        0.263394903159607         2.74143944245841
        -1.63637879293098        0.268839862815701         2.74056395667292
        -1.63471157052351        0.274278778006746         2.73968550977623
        -1.63304434811604        0.279711721844657         2.73880408796015
        -1.63137712570857        0.285138766885472         2.73791967733295
         -1.6297099033011        0.290559985137158         2.73703226391881
        -1.62804268089363        0.295975448067298         2.73614183365714
        -1.62637545848616        0.301385226610662         2.73524837240192
        -1.62470823607869        0.306789391176655         2.73435186592113
        -1.62304101367122        0.312188011656666         2.73345229989601
        -1.62137379126375        0.317581157431295         2.73254965992046
        -1.61970656885629        0.322968897377477         2.73164393150033
        -1.61803934644882        0.328351299875504         2.73073510005279
        -1.61637212404135        0.333728432815932         2.72982315090561
        -1.61470490163388        0.339100363606395         2.72890806929653
        -1.61303767922641        0.344467159178317          2.7279898403725
        -1.61137045681894        0.349828885993522         2.72706844918904
        -1.60970323441147        0.355185610050753         2.72614388070952
          -1.608036012004        0.360537396892092         2.72521611980443
        -1.60636878959653        0.365884311609289         2.72428515125069
        -1.60470156718906        0.371226418849997         2.72335095973091
        -1.60303434478159        0.376563782826001         2.72241352983265
        -1.60136712237412        0.381896467310961         2.72147284604772
        -1.59969989996666         0.38722453565679         2.72052889277141
        -1.59803267755919        0.392548050799521         2.71958165430171
        -1.59636545515172        0.397867075254739         2.71863111483862
        -1.59469823274425        0.403181671131616         2.71767725848332
        -1.59303101033678        0.408491900136468         2.71672006923744
        -1.59136378792931        0.413797823578331         2.71575953100225
        -1.58969656552184        0.419099502374449          2.7147956275779
        -1.58802934311437        0.424396997055678         2.71382834266258
         -1.5863621207069        0.429690367771833         2.71285765985177
        -1.58469489829943        0.434979674296954          2.7118835626374
        -1.58302767589196        0.440264976034492         2.71090603440704
        -1.58136045348449        0.445546332022437         2.70992505844305
        -1.57969323107703        0.450823800938374          2.7089406179218
        -1.57802600866956        0.456097441104467         2.70795269591276
        -1.57635878626209        0.461367310492376          2.7069612753777
        -1.57469156385462        0.466633466728116         2.70596633916981
        -1.57302434144715        0.471895967096845         2.70496787003283
