               rhoB[fm-3]               rhoU[fm-3]               rhoD[fm-3]               rhoS[fm-3]               rhoE[fm-3]               massU[MeV]               massD[MeV]               massS[MeV]         effChemPotU[MeV]         effChemPotD[MeV]         effChemPotS[MeV]            chemPotU[MeV]            chemPotD[MeV]            chemPotS[MeV]       baryonChemPot[MeV]            chemPotE[MeV]        pressure[MeVfm-3]   energyDensity[MeVfm-3]  entropyDensity[MeVfm-3]
        0.048319523904781       0.0483266029515557       0.0966319518389245                        0     7.08458353716969e-06         338.552955572451         330.953657751731          535.32723011164         372.005596706145         383.741332697711         383.741332697711           375.7631760728         387.498912064367         387.498912064367         1150.76100020153         11.7357359915662         0.54636876514742         55.0578483997802                        0
       0.0490196619323865        0.049026914877914       0.0980320544396359                        0      7.2583412772019e-06          338.12378458856         330.418550211811         535.127247612624         371.923165658015         383.753892312998         383.753892312998         375.735239019102         387.565965674085         387.565965674085         1150.86717036727         11.8307266549832        0.551535862023777         55.8635774353615                        0
        0.049719799959992       0.0497272288357376       0.0994321549992437                        0     7.43413343261216e-06         337.694302228721         329.883232872272         534.927377212926         371.839466480025         383.764766965569         383.764766965569         375.706035887079         387.631336372622         387.631336372622         1150.96870863232         11.9253004855435        0.556548620867093         56.6693791756995                        0
       0.0504199379875975       0.0504275448401238        0.100832253502563                        0     7.61197516316288e-06         337.264505855797         329.347703155969         534.727618411497         371.754524417308         383.773997608827         383.773997608827         375.675591951066         387.695065142585         387.695065142585         1151.06572223624         12.0194731915192        0.561405925010475         57.4752504155237                        0
        0.051120076015203        0.051127862906773        0.102232349934101                        0     7.79188212523568e-06         336.834392856514         328.811958530403         534.527970727538         371.668363873864         383.781623861141         383.781623861141         375.643931644273          387.75719163155          387.75719163155         1151.15831490737         12.1132599872772        0.566106704773315         58.2811880235311                        0
       0.0518202140428086       0.0518281830518171        0.103632444277614                        0     7.97387046548925e-06         336.403960640695         328.275996506104         534.328433699924         371.581008451913         383.787684067929         383.787684067929         375.611078598113         387.817754214129         387.817754214129         1151.24658702637         12.2066756160165        0.570649935966505         59.0871889398228                        0
       0.0525203520704141       0.0525285052918282        0.105032536516432                        0     8.15795681651146e-06         335.973206640079         327.739814635353         534.129006886676         371.492480988592         383.792215360536         383.792215360536         375.577055678914         387.876790050858         387.876790050858         1151.33063578063         12.2997343719441        0.575034638749578         59.8932501735648                        0
       0.0532204900980196       0.0532288296441744        0.106432626633917                        0     8.34415829178815e-06         335.542128307259         327.203410510466         533.929689864306         371.402803590725          383.79525371132          383.79525371132         375.541885022708         387.934335143303         387.934335143303         1151.41055530932          12.392450120595        0.579259876285726         60.6993688011898                        0
       0.0539206281256251       0.0539291561261895        0.107832714612127                        0     8.53249248134807e-06         335.110723115127         326.666781762921         533.730482227506         371.311997667505         383.796833985619         383.796833985619         375.505588067858         387.990424385973         387.990424385973          1151.4864368398         12.4848363181148         0.58332475344474          61.505541963546                        0
       0.0546207661532306       0.0546294847562565        0.109232800433509                        0     8.72297744821105e-06         334.678988555432         326.129926061583         533.531383588429         371.220083961311         383.796989990957         383.796989990957         375.468185585944          388.04509161559          388.04509161559         1151.55836881712         12.5769060296466        0.587228415802888         62.3117668648404                        0
       0.0553209041808362        0.055329815552755        0.110632884079377                        0     8.91563172455804e-06         334.246922138439         325.592841111911         533.332393576422         371.127082576839         383.795754523213         383.795754523213         375.429697710828         388.098369657202         388.098369657202         1151.62643702523         12.6686719463739         0.59097004833886         63.1180407699225                        0
       0.0560210422084417       0.0560301485346305        0.112032965530613                        0     9.11047430875577e-06         333.814521391863         325.055524654647         533.133511837471         371.033013008628         383.793159410485         383.793159410485         375.390143966217         388.150290368074         388.150290368074         1151.69072470237         12.7601464018567        0.594548874491957         63.9243610028619                        0
       0.0567211802360472         0.05673048372181        0.113433044768648                        0     9.30752466282198e-06         333.381783859872          324.51797446448         532.934738033718         370.937894167049         383.789235554567         383.789235554567         375.349543291682         388.200884679201         388.200884679201         1151.75131265008         12.8513413875184        0.597964155355291         64.7307249455639                        0
       0.0574213182636527       0.0574308211336928         0.11483312177251                        0     9.50680270911489e-06         332.948707103101         323.980188349727         532.736071843342         370.841744402963         383.784012969758         383.784012969758         375.307914067206         388.250182634001         388.250182634001         1151.80827933521         12.9422685667946        0.601215188229093         65.5371300348269                        0
       0.0581214562912583       0.0581311607912475         0.11623319652329                        0     9.70832882948543e-06         332.515288696876         323.442164150269         532.537512959743         370.744581530946         383.777520820445         383.777520820445         375.265274136574         388.298213426074         388.298213426074         1151.86170098872         13.0329392894997        0.604301306454209         66.3435737626065                        0
       0.0588215943188638        0.058831502714938        0.117633268999045                        0     9.91212386170908e-06         332.081526231543         322.903899737684         532.339061091615         370.646422851401          383.76978745549          383.76978745549         375.221640829303         388.345005433393         388.345005433393         1151.91165169609         13.1233646040895         0.60722187756488         67.1500536725859                        0
       0.0595217323464693       0.0595318469262861        0.119033339179135                        0     1.01182090994078e-05         331.647417311091          322.36539301351         532.140715962268         370.547285171495         383.760840442195         383.760840442195         375.177030981729          388.39058625243          388.39058625243         1151.95820348659         13.2135552707008        0.609976303402143         67.9565673601445                        0
       0.0602218703740748       0.0602321934470884        0.120433407041862                        0     1.03266062898541e-05         331.212959552888         321.826641908825         531.942477309453         370.447184825006         383.750706597482         383.750706597482         375.131460956776         388.434982729252         388.434982729252         1152.00142641528         13.3035217724753        0.612564018792157         68.7631124702073                        0
       0.0609220084016803       0.0609325422994392        0.121833472564954                        0     1.05373376331138e-05          330.77815058702         321.287644383292         531.744344885024         370.346137691136          383.73941201791          383.73941201791         375.084946662776          388.47822098955          388.47822098955         1152.04138864188         13.3932743267741        0.614984490863972         69.5696866960138                        0
       0.0616221464292859       0.0616328935063341        0.123233535726349                        0     1.07504257812867e-05         330.342988055511         320.748398424193         531.546318454543         370.244159212462         383.726982108224         383.726982108224         375.037503571463         388.520326467225         388.520326467225         1152.07815650591         13.4828228957613        0.617237218511293         70.3762877781882                        0
       0.0623222844568914       0.0623332470906742        0.124633596502657                        0     1.09658938376569e-05         329.907469612165         320.208902046065         531.348397797155         370.141264411915          383.71344160824          383.71344160824         374.989146734882         388.561323931207         388.561323931207          1152.1117945973         13.5721771963253        0.619321731417817         71.1829135027629                        0
       0.0630224224844969       0.0630336030761871        0.126033654870539                        0     1.11837653565597e-05         329.471592921619         319.669153289572         531.150582705151         370.037467908948         383.698814618659         383.698814618659         374.939890801617         388.601237511327         388.601237511327         1152.14236582427         13.6613467097107        0.621237589595755         71.9895617006854                        0
       0.0637225605121024       0.0637339614869282          0.1274337108063                        0     1.14040643431263e-05         329.035355659105         319.129150220976         530.952872983761         369.932783934984         383.683124625526         383.683124625526         374.889750032216         388.640090722757         388.640090722757         1152.16993147773         13.7503406905415        0.622984382736455         72.7962302463297                        0
       0.0644226985397079       0.0644343223474752        0.128833764285495                        0     1.16268152534017e-05         328.598755509775          318.58889093154         530.755268450918         369.827226347983         383.666394523456         383.666394523456         374.838738313753         388.677906489226         388.677906489226         1152.19455129221         13.8391681754736        0.624561729492331          73.602917056402                        0
