              rho_B[fm-3]              rho_u[fm-3]              rho_d[fm-3]              rho_s[fm-3]                cp_B[MeV]                cp_u[MeV]                cp_d[MeV]                cp_s[MeV]                 M_u[MeV]                 M_d[MeV]                 M_s[MeV]               P[MeVfm-3]               E[MeVfm-3]                  S[fm-3]
       0.0271020252531566       0.0406530378809475       0.0406530378809501                        0         1134.97924137953         378.326413793175         378.326413793175         378.326413793175         349.212013099682         349.212013099681         541.434203060041        0.207996262467353         30.5522398001276                        0
       0.0273520440055007        0.041028066009416       0.0410280660094408                        0         1135.02274777883         378.340915926278         378.340915926278         378.340915926278          349.04144907324         349.041449073228          541.36128940947        0.209180783167479         30.8360113622135                        0
       0.0276020627578447       0.0414030941379231       0.0414030941379016                        0          1135.0648472608         378.354949086933         378.354949086933         378.354949086933         348.870860793363         348.870860793373         541.288393443931        0.210337523751234          31.119793625433                        0
       0.0278520815101888       0.0417781222663873        0.041778122266402                        0         1135.10555834625         378.368519448752         378.368519448752         378.368519448752         348.700248024028         348.700248024021         541.215515082007        0.211466294186768         31.4035862403818                        0
       0.0281021002625328       0.0421531503948751       0.0421531503948719                        0         1135.14489916065         378.381633053551         378.381633053551         378.381633053551         348.529610531601         348.529610531602         541.142654243508        0.212566907333068         31.6873888621955                        0
       0.0283521190148769       0.0425281785233642       0.0425281785233591                        0         1135.18288744589         378.394295815297         378.394295815297         378.394295815297         348.358948084887          348.35894808489         541.069810849423        0.213639178819839         31.9712011504893                        0
       0.0286021377672209       0.0429032066518454       0.0429032066518381                        0         1135.21954057153         378.406513523842         378.406513523842         378.406513523842         348.188260454971         348.188260454974         540.996984821887        0.214682926912945         32.2550227693187                        0
       0.0288521565195649       0.0432782347803189       0.0432782347803373                        0         1135.25487554601         378.418291848669         378.418291848669         378.418291848669          348.01754741526         348.017547415251         540.924176084186        0.215697972619166         32.5388533869749                        0
        0.029102175271909       0.0436532629088223       0.0436532629088218                        0         1135.28890902699         378.429636342332         378.429636342332         378.429636342332         347.846808741352         347.846808741353         540.851384560711        0.216684139509195         32.8226926759737                        0
        0.029352194024253       0.0440282910373103       0.0440282910373115                        0         1135.32165733141         378.440552443802         378.440552443802         378.440552443802         347.676044210999         347.676044210999         540.778610176918        0.217641253589391         33.1065403130431                        0
       0.0296022127765971       0.0444033191657936       0.0444033191658101                        0         1135.35313644568         378.451045481892         378.451045481892         378.451045481892         347.505253604175         347.505253604167         540.705852859373        0.218569143564585         33.3903959787637                        0
       0.0298522315289411       0.0447783472942945       0.0447783472942821                        0         1135.38336203449         378.461120678163         378.461120678163         378.461120678163         347.334436702805         347.334436702811         540.633112535641        0.219467640372982         33.6742593578522                        0
       0.0301022502812852       0.0451533754227765       0.0451533754227836                        0         1135.41234945039         378.470783150129         378.470783150129         378.470783150129         347.163593290952         347.163593290949         540.560389134335        0.220336577459804         33.9581301388031                        0
       0.0303522690336292       0.0455284035512718       0.0455284035512803                        0         1135.44011374225         378.480037914084         378.480037914084         378.480037914084         346.992723154616         346.992723154612         540.487682585062        0.221175790588534         34.2420080139211                        0
       0.0306022877859732       0.0459034316797673       0.0459034316797736                        0          1135.4666696637         378.488889887899         378.488889887899         378.488889887899         346.821826081736         346.821826081733         540.414992818403        0.221985117758741          34.525892679284                        0
       0.0308523065383173       0.0462784598082556        0.046278459808263                        0         1135.49203168134         378.497343893779         378.497343893779         378.497343893779         346.650901862179         346.650901862175         540.342319765912        0.222764399266584         34.8097838345748                        0
       0.0311023252906613       0.0466534879367584       0.0466534879367548                        0         1135.51621398255         378.505404660849         378.505404660849         378.505404660849         346.479950287653         346.479950287655         540.269663360081        0.223513477605473         35.0936811830791                        0
       0.0313523440430054       0.0470285160652425       0.0470285160652594                        0         1135.53923048303         378.513076827676         378.513076827676         378.513076827676          346.30897115172         346.308971151712         540.197023534329        0.224232197417299         35.3775844315781                        0
       0.0316023627953494       0.0474035441937488       0.0474035441937425                        0         1135.56109483403         378.520364944677         378.520364944677         378.520364944677         346.137964249654         346.137964249657         540.124400222972        0.224920405422896         35.6614932903538                        0
       0.0318523815476935       0.0477785723222377       0.0477785723222539                        0         1135.58182042966         378.527273476554         378.527273476554         378.527273476554         345.966929378584         345.966929378576         540.051793361238        0.225577950518673         35.9454074729645                        0
